1.252,0.473,0.416,0.217,3.908,0.521,0.217,1.071,1.1,1.093,9.226,4.785,0.615,4.425,0.429,4.837,4.836,0.287,3.916,5.781,6.479,0,5.544,5.521,5.378,5.59,5.604,6.05,5.948,8.593,5.777,5.459,5.506,5.518,5.675,0.46,5.452,0.48,8.56,5.437
0.074,0.251,0.253,0.083,0.083,0.197,0.196,0.296,0.297,0.424,0.401,0.184,0.18,0.211,0.216,0.256,0.252,0.149,0.219,5.541,5.569,5.544,0,0.218,0.351,0.092,0.046,0.179,0.074,0.073,0.162,0.26,0.156,0.317,0.258,0.129,4.261,0.138,0.135,0.29
0.21,0.251,0.409,0.256,0.212,0.328,0.204,1.063,0.929,0.851,0.667,0.21,0.503,0.409,0.368,0.435,0.442,0.292,0.17,6.089,6.392,5.521,0.218,0,0.358,0.071,0.04,0.192,0.074,0.079,0.168,0.307,0.111,0.307,0.267,0.128,4.271,0.143,0.302,0.169
0.311,0.422,0.524,0.33,0.199,0.233,0.036,1,1.041,0.804,0.585,0.32,0.61,0.447,0.511,0.562,0.566,0.38,0.208,5.398,5.926,5.378,0.351,0.358,0,0.08,0.044,0.175,0.06,0.095,0.172,0.298,0.117,0.309,0.258,0.126,4.261,0.145,0.141,0.271
0.163,0.205,0.328,0.265,0.146,0.465,0.412,0.734,0.868,0.725,0.613,0.194,0.309,0.346,0.354,0.557,0.498,0.277,0.255,5.856,6.203,5.59,0.092,0.071,0.08,0,0.091,0.102,0.07,0.048,0.116,0.238,0.073,0.083,0.131,0.138,0.156,0.193,1.722,0.262
0.194,0.208,0.306,0.178,0.157,0.283,0.273,0.635,0.618,0.647,0.608,0.194,0.309,0.355,0.348,0.336,0.364,0.242,0.253,6.35,6.12,5.604,0.046,0.04,0.044,0.091,0,0.781,0.547,0.953,1.922,5.156,0.75,0.859,0.907,0.468,0.672,0.438,1.062,1.156
0.166,0.271,0.412,0.139,0.072,0.233,0.256,0.974,0.725,0.716,0.666,0.243,0.342,0.286,2.383,0.325,0.348,0.306,0.137,5.962,5.998,6.05,0.179,0.192,0.175,0.102,0.781,0,0.478,0.942,1.027,0.546,0.623,0.87,0.449,0.449,0.45,0.451,0.705,3.983
0.095,0.22,0.225,0.086,0.086,0.2,0.2,0.311,0.31,0.439,0.419,0.196,0.202,0.23,0.232,0.241,0.245,0.15,0.143,6.087,6.112,5.948,0.074,0.074,0.06,0.07,0.547,0.478,0,0.47,0.776,0.369,0.441,0.431,0.449,0.447,0.45,0.447,0.455,0.403
0.187,0.229,0.449,0.22,0.113,0.372,0.37,0.559,0.81,0.875,0.822,0.221,0.575,0.363,0.344,0.472,0.47,0.344,0.172,5.568,6.484,8.593,0.073,0.079,0.095,0.048,0.953,0.942,0.47,0,0.449,0.624,0.255,0.537,0.583,0.317,0.438,0.317,0.352,0.621
0.178,0.333,0.464,0.185,0.11,0.567,0.561,1.672,1.606,1.05,1.323,0.3,0.512,0.493,0.463,0.776,0.746,0.356,0.212,5.829,6.369,5.777,0.162,0.168,0.172,0.116,1.922,1.027,0.776,0.449,0,0.637,0.252,0.541,0.552,0.299,0.472,0.299,0.365,0.609
0.395,0.351,0.525,0.729,0.246,0.148,0.157,0.977,1.156,0.687,0.613,0.342,0.51,0.389,0.58,0.526,0.542,0.372,0.254,5.491,5.894,5.459,0.26,0.307,0.298,0.238,5.156,0.546,0.369,0.624,0.637,0,0.168,0.372,0.313,0.187,0.309,0.188,0.241,0.323
0.156,0.228,0.249,0.324,0.083,0.157,0.168,0.641,0.725,0.526,0.489,0.232,0.254,0.267,0.273,0.314,0.332,0.309,0.174,8.536,5.881,5.506,0.156,0.111,0.117,0.073,0.75,0.623,0.441,0.255,0.252,0.168,0,0.545,0.725,0.358,0.563,0.361,0.367,0.556
0.189,0.498,0.681,0.188,0.176,0.261,0.246,1.435,1.211,0.913,0.843,0.228,0.487,0.639,0.39,0.746,0.741,0.332,0.427,5.517,6.495,5.518,0.317,0.307,0.309,0.083,0.859,0.87,0.431,0.537,0.541,0.372,0.545,0,0.145,0.128,0.147,0.127,0.088,0.138
0.185,0.647,0.646,0.257,0.119,0.14,0.144,6.403,6.674,0.771,0.643,0.296,0.563,0.328,0.597,0.582,0.582,0.399,0.216,5.465,6.264,5.675,0.258,0.267,0.258,0.131,0.907,0.449,0.449,0.583,0.552,0.313,0.725,0.145,0,0.119,0.191,0.12,0.292,0.217
0.119,0.333,0.332,0.118,0.117,0.094,0.096,0.409,0.406,0.378,0.354,0.294,0.304,0.316,0.316,0.318,0.317,0.222,0.212,0.453,0.446,0.46,0.129,0.128,0.126,0.138,0.468,0.449,0.447,0.317,0.299,0.187,0.358,0.128,0.119,0,0.522,0.433,0.605,0.578
0.182,0.467,0.503,0.185,0.12,0.093,0.237,4.445,4.203,10.375,0.525,0.296,10.306,0.333,0.49,0.593,0.592,0.368,0.215,5.653,5.875,5.452,4.261,4.271,4.261,0.156,0.672,0.45,0.45,0.438,0.472,0.309,0.563,0.147,0.191,0.522,0,0.338,0.43,0.653
0.121,0.336,0.334,0.119,0.118,0.094,0.094,0.411,0.409,0.392,0.334,0.295,0.295,0.333,0.319,0.331,0.321,0.212,0.213,0.452,0.439,0.48,0.138,0.143,0.145,0.193,0.438,0.451,0.447,0.317,0.299,0.188,0.361,0.127,0.12,0.433,0.338,0,0.359,0.265
0.214,0.382,0.379,0.162,0.095,3.198,0.314,0.769,0.768,1.088,0.649,0.241,0.351,0.376,0.383,0.391,0.402,0.339,0.176,8.484,6.116,8.56,0.135,0.302,0.141,1.722,1.062,0.705,0.455,0.352,0.365,0.241,0.367,0.088,0.292,0.605,0.43,0.359,0,0.225
0.182,0.532,0.539,0.28,0.161,0.106,0.111,1.055,1.07,0.631,0.603,0.3,0.49,0.352,0.53,0.555,0.587,0.318,0.191,5.433,6.718,5.437,0.29,0.169,0.271,0.262,1.156,3.983,0.403,0.621,0.609,0.323,0.556,0.138,0.217,0.578,0.653,0.265,0.225,0
